,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
2721,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Fish & Chips,Arlo's Fish & Chips,4.5,81,7316 N Lombard St,(971) 813-9711
2722,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Food Trucks,Mangiamo,5.0,28,7316 N Lombard St,(503) 688-8132
2723,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Vietnamese,Banh Mi Up,4.5,186,8037 N Lombard St,(503) 719-4288
2724,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Pubs,Leisure Public House,4.5,235,8002 N Lombard St,(503) 289-7606
2725,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Vegan,Flourish Plant-Based Kitchen,4.5,66,7316 N Lombard St,(971) 940-0905
2726,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Coffee & Tea,Cathedral Coffee,4.5,253,7530 N Willamette Blvd,(503) 935-4312
2727,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Pizza,Pizza Creature,4.5,52,7316 N Lombard St,(503) 616-5552
2728,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Beer Bar,Lombard House,5.0,48,7337 N Lombard,(503) 539-5889
2729,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Japanese,Homies,4.5,55,7316 N Lombard St,(503) 572-0425
2730,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Pubs,St. Johns Theater & Pub,3.5,207,8203 N. Ivanhoe St.,(503) 283-8520
2731,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Sandwiches,NoPoBoys PNW Sandwiches,4.5,25,7316 N Lombard St,(503) 720-1378
2732,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Food Trucks,El Coyote,5.0,80,6965 N Fessenden St,(503) 839-7093
2733,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Caribbean,Calypso Southwest,4.5,21,7316 N Lombard St,(503) 422-8019
2734,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Food Trucks,El Burrito Mojado,4.0,29,7316 N Lombard St,(503) 278-0163
2735,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Thai,Sila Thai,4.5,105,7318 N Lombard St,(503) 757-5410
2736,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Vegan,Cozo Grill,5.0,10,7316 N Lombard St,(503) 894-6877
2737,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Asian Fusion,Kung Food Restaurant,4.0,257,8071 N Lombard Way,(503) 286-3131
2738,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Mexican,Victorico’s Mexican Food,3.0,39,6933 N Lombard St,(503) 206-4504
2739,Roosevelt HS Bike Corral,45.5891923,-122.7389314,Food Trucks,Little Tibet PDX,5.0,21,7316 N Lombard St,(360) 216-3233
2740,SW 4th at Madison,45.5152252,-122.6783454,Vietnamese,Luc Lac,4.0,4200,835 SW 2nd Ave,(503) 222-0047
2741,SW 4th at Madison,45.5152252,-122.6783454,Tapas Bars,Lechon,4.5,1888,113 SW Naito Pkwy,(503) 219-9000
2742,SW 4th at Madison,45.5152252,-122.6783454,New American,Q Restaurant & Bar,4.5,942,828 SW 2nd Ave,(503) 850-8915
2743,SW 4th at Madison,45.5152252,-122.6783454,Brazilian,Fogo de Chão Brazilian Steakhouse,4.0,1923,930 SW 6th Ave,(503) 241-0900
2744,SW 4th at Madison,45.5152252,-122.6783454,Seafood,Southpark Seafood,4.0,1569,901 SW Salmon St,(503) 326-1300
2745,SW 4th at Madison,45.5152252,-122.6783454,Steakhouses,Urban Farmer,4.0,1130,525 SW Morrison St,(503) 222-5700
2746,SW 4th at Madison,45.5152252,-122.6783454,Breakfast & Brunch,Mother’s Bistro & Bar,4.5,5017,121 SW 3rd Ave,(503) 464-1122
2747,SW 4th at Madison,45.5152252,-122.6783454,Steakhouses,Morton's The Steakhouse,4.0,384,213 SW Clay St,(503) 248-2100
2748,SW 4th at Madison,45.5152252,-122.6783454,French,Higgins Restaurant,4.0,611,1239 SW Broadway,(503) 222-9070
2749,SW 4th at Madison,45.5152252,-122.6783454,Japanese,Murata Restaurant,4.5,415,200 SW Market St,(503) 227-0080
2750,SW 4th at Madison,45.5152252,-122.6783454,Southern,Screen Door Pearl District,4.5,773,1131 NW Couch St,(503) 542-0882
2751,SW 4th at Madison,45.5152252,-122.6783454,New American,Mayrose,4.0,37,545 SW Taylor St,(503) 412-1800
2752,SW 4th at Madison,45.5152252,-122.6783454,New American,Portland City Grill,4.0,3391,111 SW 5th Ave,(503) 450-0030
2753,SW 4th at Madison,45.5152252,-122.6783454,Seafood,King Tide Fish and Shell,4.0,255,1510 SW Harbor Way,(503) 295-6166
2754,SW 4th at Madison,45.5152252,-122.6783454,Bars,Departure,3.5,1731,525 SW Morrison St,(503) 802-5370
2755,SW 4th at Madison,45.5152252,-122.6783454,Ramen,The House of Ramen,4.0,356,223 SW Columbia St,(971) 279-5757
2756,SW 4th at Madison,45.5152252,-122.6783454,Steakhouses,Ruth's Chris Steak House,4.0,609,850 SW Broadway,(503) 221-4518
2757,SW 4th at Madison,45.5152252,-122.6783454,Cocktail Bars,Swine Moonshine & Whiskey Bar,4.0,375,808 SW Taylor St,(503) 943-5844
2758,SW 4th at Madison,45.5152252,-122.6783454,Italian,Grassa,4.0,2062,1205 SW Washington St,(503) 241-1133
2759,SW 4th at Madison,45.5152252,-122.6783454,American,Huber's Cafe,4.0,1206,411 SW 3rd St,(503) 228-5686
2760,Lincoln Hall,45.5127694,-122.6834745,Tapas Bars,Lechon,4.5,1888,113 SW Naito Pkwy,(503) 219-9000
2761,Lincoln Hall,45.5127694,-122.6834745,Vietnamese,Luc Lac,4.0,4200,835 SW 2nd Ave,(503) 222-0047
2762,Lincoln Hall,45.5127694,-122.6834745,Seafood,Southpark Seafood,4.0,1569,901 SW Salmon St,(503) 326-1300
2763,Lincoln Hall,45.5127694,-122.6834745,Szechuan,Duck House Chinese Restaurant,4.0,1025,1968 SW 5th Ave,(971) 801-8888
2764,Lincoln Hall,45.5127694,-122.6834745,Hawaiian,Beastro By Marshawn Lynch,3.5,172,1455 SW Broadway,(971) 930-8935
2765,Lincoln Hall,45.5127694,-122.6834745,Thai,SomTum Thai Kitchen,4.5,103,1924 SW Broadway,(503) 227-3653
2766,Lincoln Hall,45.5127694,-122.6834745,Poke,Fish-San,5.0,62,1717 SW Park Ave,(971) 419-6273
2767,Lincoln Hall,45.5127694,-122.6834745,New American,Q Restaurant & Bar,4.5,942,828 SW 2nd Ave,(503) 850-8915
2768,Lincoln Hall,45.5127694,-122.6834745,Japanese,Murata Restaurant,4.5,415,200 SW Market St,(503) 227-0080
2769,Lincoln Hall,45.5127694,-122.6834745,Bars,Library Taphouse & Kitchen,3.5,90,615 SW Harrison St,(503) 725-3204
2770,Lincoln Hall,45.5127694,-122.6834745,French,Higgins Restaurant,4.0,611,1239 SW Broadway,(503) 222-9070
2771,Lincoln Hall,45.5127694,-122.6834745,American,Rogue Hall,3.0,143,1717 SW Park Ave,(503) 219-8000
2772,Lincoln Hall,45.5127694,-122.6834745,Szechuan,Tasty Corner,4.0,99,624 SW Hall St,(503) 954-1835
2773,Lincoln Hall,45.5127694,-122.6834745,Steakhouses,Urban Farmer,4.0,1130,525 SW Morrison St,(503) 222-5700
2774,Lincoln Hall,45.5127694,-122.6834745,Asian Fusion,Phat Cart,4.5,272,420 SW College St,(971) 570-5007
2775,Lincoln Hall,45.5127694,-122.6834745,Asian Fusion,Buranko Cafe & Bar,4.5,195,108 SW Pine St,(503) 241-2691
2776,Lincoln Hall,45.5127694,-122.6834745,Brazilian,Fogo de Chão Brazilian Steakhouse,4.0,1923,930 SW 6th Ave,(503) 241-0900
2777,Lincoln Hall,45.5127694,-122.6834745,Steakhouses,Morton's The Steakhouse,4.0,384,213 SW Clay St,(503) 248-2100
2778,Lincoln Hall,45.5127694,-122.6834745,Mediterranean,Lil' Shalom,4.5,563,1128 SW Alder St,(503) 333-6123
2779,Lincoln Hall,45.5127694,-122.6834745,Bars,Bullard Tavern,4.5,241,813 SW Alder St,(503) 222-1670
2780,Shattuck Hall,45.5105937,-122.6854322,Thai,SomTum Thai Kitchen,4.5,103,1924 SW Broadway,(503) 227-3653
2781,Shattuck Hall,45.5105937,-122.6854322,Szechuan,Duck House Chinese Restaurant,4.0,1025,1968 SW 5th Ave,(971) 801-8888
2782,Shattuck Hall,45.5105937,-122.6854322,Vietnamese,Luc Lac,4.0,4200,835 SW 2nd Ave,(503) 222-0047
2783,Shattuck Hall,45.5105937,-122.6854322,Szechuan,Tasty Corner,4.0,99,624 SW Hall St,(503) 954-1835
2784,Shattuck Hall,45.5105937,-122.6854322,Asian Fusion,Phat Cart,4.5,272,420 SW College St,(971) 570-5007
2785,Shattuck Hall,45.5105937,-122.6854322,Pizza,LoveVerona Pizza&Pasta DownTown,4.0,345,540 SW College St,(971) 295-9090
2786,Shattuck Hall,45.5105937,-122.6854322,Bars,Library Taphouse & Kitchen,3.5,90,615 SW Harrison St,(503) 725-3204
2787,Shattuck Hall,45.5105937,-122.6854322,New American,Q Restaurant & Bar,4.5,942,828 SW 2nd Ave,(503) 850-8915
2788,Shattuck Hall,45.5105937,-122.6854322,Seafood,Southpark Seafood,4.0,1569,901 SW Salmon St,(503) 326-1300
2789,Shattuck Hall,45.5105937,-122.6854322,Poke,Fish-San,5.0,62,1717 SW Park Ave,(971) 419-6273
2790,Shattuck Hall,45.5105937,-122.6854322,American,Rogue Hall,3.0,143,1717 SW Park Ave,(503) 219-8000
2791,Shattuck Hall,45.5105937,-122.6854322,Japanese,Murata Restaurant,4.5,415,200 SW Market St,(503) 227-0080
2792,Shattuck Hall,45.5105937,-122.6854322,French,Higgins Restaurant,4.0,611,1239 SW Broadway,(503) 222-9070
2793,Shattuck Hall,45.5105937,-122.6854322,Vietnamese,Pho 503,4.5,81,635 SW College St,(503) 227-0086
2794,Shattuck Hall,45.5105937,-122.6854322,Steakhouses,Urban Farmer,4.0,1130,525 SW Morrison St,(503) 222-5700
2795,Shattuck Hall,45.5105937,-122.6854322,Steakhouses,Morton's The Steakhouse,4.0,384,213 SW Clay St,(503) 248-2100
2796,Shattuck Hall,45.5105937,-122.6854322,Seafood,King Tide Fish and Shell,4.0,255,1510 SW Harbor Way,(503) 295-6166
2797,Shattuck Hall,45.5105937,-122.6854322,Chinese,Jong Can,4.5,106,1923 SW 6th Ave,(503) 265-8189
2798,Shattuck Hall,45.5105937,-122.6854322,Mexican,Poblano Pepper,5.0,20,1921 SW 6th Ave,(503) 265-8189
2799,Shattuck Hall,45.5105937,-122.6854322,Italian,Il Terrazzo,4.0,258,315 S Montgomery St,(971) 302-6691
2800,W Burnside at SW Park Ave,45.5229692,-122.6790213,Thai,Farmhouse Kitchen Thai Cuisine,4.0,558,121 NW 9th Ave,(971) 754-4966
2801,W Burnside at SW Park Ave,45.5229692,-122.6790213,Southern,Screen Door Pearl District,4.5,773,1131 NW Couch St,(503) 542-0882
2802,W Burnside at SW Park Ave,45.5229692,-122.6790213,Tapas Bars,Lechon,4.5,1888,113 SW Naito Pkwy,(503) 219-9000
2803,W Burnside at SW Park Ave,45.5229692,-122.6790213,Brewpubs,Deschutes Brewery Portland Public House,4.0,3516,210 NW 11th Ave,(503) 296-4906
2804,W Burnside at SW Park Ave,45.5229692,-122.6790213,Steakhouses,El Gaucho,4.0,751,319 SW Broadway,(503) 227-8794
2805,W Burnside at SW Park Ave,45.5229692,-122.6790213,New American,Portland City Grill,4.0,3391,111 SW 5th Ave,(503) 450-0030
2806,W Burnside at SW Park Ave,45.5229692,-122.6790213,Thai,Thai Peacock,4.0,1140,219 SW 9th Ave,(503) 228-2310
2807,W Burnside at SW Park Ave,45.5229692,-122.6790213,Mediterranean,Mediterranean Exploration Company,4.5,971,333 NW 13th Ave,(503) 222-0906
2808,W Burnside at SW Park Ave,45.5229692,-122.6790213,Italian,Grassa,4.0,2062,1205 SW Washington St,(503) 241-1133
2809,W Burnside at SW Park Ave,45.5229692,-122.6790213,Wine Bars,Andina,4.5,3267,1314 NW Glisan St,(503) 228-9535
2810,W Burnside at SW Park Ave,45.5229692,-122.6790213,Vietnamese,Luc Lac,4.0,4200,835 SW 2nd Ave,(503) 222-0047
2811,W Burnside at SW Park Ave,45.5229692,-122.6790213,Bars,Bullard Tavern,4.5,241,813 SW Alder St,(503) 222-1670
2812,W Burnside at SW Park Ave,45.5229692,-122.6790213,Breakfast & Brunch,Mother’s Bistro & Bar,4.5,5017,121 SW 3rd Ave,(503) 464-1122
2813,W Burnside at SW Park Ave,45.5229692,-122.6790213,Greek,Eleni's Philoxenia,4.0,372,112 NW 9th Ave,(503) 227-2158
2814,W Burnside at SW Park Ave,45.5229692,-122.6790213,Sports Bars,The Independent Sports Bar & Grill,4.0,235,225 SW Broadway,(503) 206-6745
2815,W Burnside at SW Park Ave,45.5229692,-122.6790213,Breakfast & Brunch,Cheryl’s on 12th,4.5,2597,1135 SW Washington St,(503) 595-2252
2816,W Burnside at SW Park Ave,45.5229692,-122.6790213,Italian,Il Solito,4.0,197,627 SW Washington St,(503) 228-1515
2817,W Burnside at SW Park Ave,45.5229692,-122.6790213,Mediterranean,Lil' Shalom,4.5,563,1128 SW Alder St,(503) 333-6123
2818,W Burnside at SW Park Ave,45.5229692,-122.6790213,Seafood,Jake's Famous Crawfish,4.0,1878,401 SW 12th Ave,(503) 226-1419
2819,W Burnside at SW Park Ave,45.5229692,-122.6790213,Italian,Piattino,4.0,534,1140 NW Everett St,(971) 983-8000
2820,SE 17th Ave at Mall St,45.491114,-122.648666,Coffee & Tea,Mr. Green Beans,4.5,64,4514 SE 18th Ave,(503) 288-8698
2821,SE 17th Ave at Mall St,45.491114,-122.648666,Pizza,Rudy's Gourmet Pizza,4.0,463,2443 SE Powell Blvd,(503) 771-8008
2822,SE 17th Ave at Mall St,45.491114,-122.648666,Mexican,Rocio's,4.0,341,2850 SE Gladstone St,(971) 266-8860
2823,SE 17th Ave at Mall St,45.491114,-122.648666,Japanese,Yoko's Japanese Restaurant,4.0,404,2878 SE Gladstone St,(503) 736-9228
2824,SE 17th Ave at Mall St,45.491114,-122.648666,Mexican,Salsas Locas - Tortilleria Y Tienda DeLeon's,4.5,215,4512 SE 28th Ave,(503) 255-4356
2825,SE 17th Ave at Mall St,45.491114,-122.648666,Pizza,Meta Pizza,4.5,37,3541 SE Milwaukie Ave,(503) 232-3434
2826,SE 17th Ave at Mall St,45.491114,-122.648666,Sports Bars,RFs Bar & Grill,4.5,62,4729 SE Milwaukie Ave,(503) 719-4344
2827,SE 17th Ave at Mall St,45.491114,-122.648666,Coffee & Tea,Rose City Coffee - Brooklyn,4.5,121,3370 SE Milwaukie Ave,(503) 956-2211
2828,SE 17th Ave at Mall St,45.491114,-122.648666,New American,MAC’D,4.0,210,5145 SE McLoughlin Blvd,(971) 263-8490
2829,SE 17th Ave at Mall St,45.491114,-122.648666,Cocktail Bars,503 Distilling,5.0,15,4784 SE 17th Ave,(503) 975-5669
2830,SE 17th Ave at Mall St,45.491114,-122.648666,Chinese,28 Tigers,4.5,44,4105 SE 28th Ave,(503) 975-5669
2831,SE 17th Ave at Mall St,45.491114,-122.648666,Coffee & Tea,PORTLAND CÀ PHÊ,4.5,148,2815 SE Holgate Blvd,(503) 841-5787
2832,SE 17th Ave at Mall St,45.491114,-122.648666,Food Trucks,Breaking Buns,4.5,58,5523 SE 28th Ave,(503) 728-8207
2833,SE 17th Ave at Mall St,45.491114,-122.648666,Food Trucks,808 Grinds - Food Cart,4.5,138,5226 SE 26th Ave,(503) 941-6637
2834,SE 17th Ave at Mall St,45.491114,-122.648666,Coffee & Tea,Adapt Cafe,5.0,12,4280 SE Milwaukie Ave,(503) 941-6637
2835,SE 17th Ave at Mall St,45.491114,-122.648666,Donuts,Coco Donuts - Portland,4.0,76,4790 SE Milwaukie Ave,(971) 302-7445
2836,SE 17th Ave at Mall St,45.491114,-122.648666,Mexican,Romero's Kitchen,4.5,40,5145 SE McLoughlin Blvd,(971) 901-7139
2837,SE 17th Ave at Mall St,45.491114,-122.648666,Thai,PDX Thai Dining,4.5,69,2801 SE Holgate Blvd,(971) 420-2829
2838,SE 17th Ave at Mall St,45.491114,-122.648666,Custom Cakes,Unicorn Bake Shop,4.5,98,2824 SE Gladstone St,(503) 477-9906
2839,SE 17th Ave at Mall St,45.491114,-122.648666,Mexican,Taco Express,4.5,46,2618 SE Steele St,(503) 989-8246
2840,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Cocktail Bars,Keys Lounge,4.5,112,533 NE Killingsworth St,(503) 719-7409
2841,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Tacos,Pig Patas Tacos,4.5,216,445 NE Killingsworth St,(971) 266-8465
2842,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Thai,Hat Yai,4.5,705,1605 NE Killingsworth St,(503) 764-9701
2843,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Gastropubs,Breakside Brewery,4.0,700,820 NE Dekum St,(503) 719-6475
2844,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,New American,Tin Shed Garden Cafe,4.5,1996,1438 NE Alberta St,(503) 288-6966
2845,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Modern European,Swiss Hibiscus,5.0,580,4950 NE 14th Ave,(503) 477-9224
2846,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Italian,Campana,4.5,111,901 NE Oneonta St,(503) 841-6195
2847,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Turkish,PDX Dönerländ,4.5,119,625 NE Killingsworth St,(503) 841-6195
2848,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Food Trucks,Twirling Bird,5.0,75,625 NE Killingsworth,(971) 220-5867
2849,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Pizza,Firehouse Restaurant,4.0,480,711 NE Dekum St,(503) 954-1702
2850,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Food Trucks,The Original Halibuts,4.5,147,625 NE Killingsworth St,(503) 421-2827
2851,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Barbeque,Podnah's Pit Barbecue,4.0,1593,1625 NE Killingsworth St,(503) 281-3700
2852,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Vegan,The Bye and Bye,4.0,928,1011 NE Alberta St,(503) 281-3700
2853,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Ethiopian,Aberus Ethiopian Restaurant,4.5,154,438 NE Killingsworth St,(503) 284-6434
2854,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Food Stands,Fish Fusion,4.5,46,5800 NE Martin Luther King Jr Blvd,(503) 498-1806
2855,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Fast Food,Popeyes Louisiana Kitchen,3.5,68,5949 NE M L King Blvd,(503) 286-4489
2856,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Chicken Wings,Alberta Street Market,4.5,109,909 NE Alberta St,(503) 282-2169
2857,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Vegan,Mis Tacones,4.5,94,1670 NE Killingsworth St,(503) 444-7972
2858,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Mexican,La Taq,4.0,235,1625 NE Killingsworth St,(971) 888-5687
2859,NE Ainsworth at Grand Ave,45.5664147,-122.6607857,Cocktail Bars,Retro Game Bar,4.5,51,6720 NE Martin Luther King Jr Blvd,(971) 271-8079
2860,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Bars,Nite Hawk Cafe & Lounge,3.5,165,6423 N Interstate Ave,(503) 285-7177
2861,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Tapas/Small Plates,Pollo Bravo,4.5,197,1225 N Killingsworth St,(503) 477-8999
2862,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Italian,Sit Tite,4.5,13,6214 N Interstate,(503) 477-8999
2863,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Vietnamese,Chi's Vietnamese & Thai Food,4.5,12,6550 N Interstate Ave,(503) 327-4587
2864,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Japanese,Sushi One,4.0,146,6516 N Denver Ave,(503) 954-1311
2865,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Mexican,El Burrito Azteca,4.0,325,1942 N Rosa Parks Way,(503) 841-6667
2866,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Desserts,Hail Snail,5.0,36,6550 N Interstate Ave,(503) 893-2440
2867,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Peruvian,Casa Zoraya,4.5,188,841 N Lombard St,(503) 384-2455
2868,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Venues & Event Spaces,Backyard Social,4.0,113,1914 N Killingsworth St,(503) 719-4316
2869,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Indian,Silsila The Flaming Tandoor,4.5,162,819 N Killingsworth St,(971) 373-8641
2870,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Bars,The Old Gold,4.0,206,2105 N Killingsworth St,(503) 894-8937
2871,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Mediterranean,Spitz,4.0,216,2103 N Killingsworth St,(503) 954-3601
2872,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Mexican,Mi Burrito,4.5,238,819 N Lombard St,(503) 289-2260
2873,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Breakfast & Brunch,Bad Habit Room,4.0,187,5433 N Michigan Ave,(503) 289-2260
2874,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Coffee & Tea,GrindHouse Coffee,4.5,82,1934 N Rosa Parks Way,(503) 289-2260
2875,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Ethiopian,Enat Kitchen,4.5,207,300 N Killingsworth St,(503) 285-4867
2876,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Cocktail Bars,Tiny Bubble Room,4.0,76,2025 N Lombard St,(503) 208-2660
2877,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Coffee & Tea,La Perlita,5.0,272,5620 N Interstate Ave,(503) 208-2660
2878,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,American,Tulip Shop Tavern,4.0,120,825 N Killingsworth St,(503) 206-8483
2879,N Interstate at Rosa Parks Way,45.5696768,-122.6820685,Thai,Thai Ginger,4.0,290,2020 N Rosa Parks Way,(503) 283-9731
2880,NE Dekum at Oneonta St,45.5717805,-122.6564844,Italian,Campana,4.5,111,901 NE Oneonta St,(503) 841-6195
2881,NE Dekum at Oneonta St,45.5717805,-122.6564844,Pizza,Firehouse Restaurant,4.0,480,711 NE Dekum St,(503) 954-1702
2882,NE Dekum at Oneonta St,45.5717805,-122.6564844,Gastropubs,Breakside Brewery,4.0,700,820 NE Dekum St,(503) 719-6475
2883,NE Dekum at Oneonta St,45.5717805,-122.6564844,Thai,Hat Yai,4.5,705,1605 NE Killingsworth St,(503) 764-9701
2884,NE Dekum at Oneonta St,45.5717805,-122.6564844,Pizza,Good Neighbor Pizzeria,3.5,201,800 NE Dekum St,(503) 285-7400
2885,NE Dekum at Oneonta St,45.5717805,-122.6564844,Mexican,Tamale Boy,4.5,480,1764 NE Dekum St,(503) 206-8022
2886,NE Dekum at Oneonta St,45.5717805,-122.6564844,Pizza,Ranch PDX,4.5,239,1760 NE Dekum St,(971) 288-5187
2887,NE Dekum at Oneonta St,45.5717805,-122.6564844,Delis,P's & Q's Market,4.5,200,1301 NE Dekum St,(503) 894-8979
2888,NE Dekum at Oneonta St,45.5717805,-122.6564844,Cocktail Bars,Keys Lounge,4.5,112,533 NE Killingsworth St,(503) 719-7409
2889,NE Dekum at Oneonta St,45.5717805,-122.6564844,Cocktail Bars,Retro Game Bar,4.5,51,6720 NE Martin Luther King Jr Blvd,(971) 271-8079
2890,NE Dekum at Oneonta St,45.5717805,-122.6564844,Tacos,Pig Patas Tacos,4.5,216,445 NE Killingsworth St,(971) 266-8465
2891,NE Dekum at Oneonta St,45.5717805,-122.6564844,Bakeries,Woodlawn Coffee & Pastry,4.0,218,808 NE Dekum St,(503) 954-2412
2892,NE Dekum at Oneonta St,45.5717805,-122.6564844,Barbeque,Podnah's Pit Barbecue,4.0,1593,1625 NE Killingsworth St,(503) 281-3700
2893,NE Dekum at Oneonta St,45.5717805,-122.6564844,Burgers,PDX Sliders,4.5,1153,1605 SE Bybee Blvd,(971) 717-5271
2894,NE Dekum at Oneonta St,45.5717805,-122.6564844,Mexican,La Taq,4.0,235,1625 NE Killingsworth St,(971) 888-5687
2895,NE Dekum at Oneonta St,45.5717805,-122.6564844,Food Trucks,Twirling Bird,5.0,75,625 NE Killingsworth,(971) 220-5867
2896,NE Dekum at Oneonta St,45.5717805,-122.6564844,Cocktail Bars,Tough Luck,4.0,100,1771 NE Dekum St,(971) 754-4188
2897,NE Dekum at Oneonta St,45.5717805,-122.6564844,Turkish,PDX Dönerländ,4.5,119,625 NE Killingsworth St,(971) 754-4188
2898,NE Dekum at Oneonta St,45.5717805,-122.6564844,Coffee & Tea,Cafe Eleven,4.5,108,435 NE Rosa Parks Way,(503) 954-1375
2899,NE Dekum at Oneonta St,45.5717805,-122.6564844,Food Trucks,The Original Halibuts,4.5,147,625 NE Killingsworth St,(503) 421-2827
2900,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Thai,Sa Bai Thai Cuisine,4.5,642,4440 NE 131st Pl,(971) 229-1691
2901,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Japanese,Yes Restaurant Chinese & Japanese,4.5,96,4240 NE 122nd Ave,(503) 256-5555
2902,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Bars,O'Dear Bar,4.0,71,10810 NE Sandy Blvd,(503) 477-8182
2903,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Noodles,Pho Le Nguyen,5.0,57,10902 NE Sandy Blvd,(971) 393-9999
2904,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Burgers,Burgerville,3.0,69,4229 NE 122nd Ave,(503) 252-1804
2905,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Mexican,Antojitos Mexicanos,4.0,163,11516 N E Sandy Blvd,(503) 254-4555
2906,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Pizza,Round Table Pizza,2.0,99,4141 NE 122nd Ave,(503) 253-3557
2907,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Mexican,El Sombrero Mexican Cocina,4.0,210,10820 NE Sandy Blvd,(503) 257-6010
2908,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,New American,The Wooden Chicken,3.5,151,12500 NE Sandy Blvd,(503) 253-8893
2909,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Mexican,EL Yucateco Food Cart,5.0,108,11807 NE Sandy Blvd,(503) 724-3759
2910,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Coffee & Tea,Brewed Awakenings,4.0,21,4242 NE 122nd Ave,(503) 251-2962
2911,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Dim Sum,Goodworld Chinese Restaurant,3.5,115,5055 NE 122nd Ave,(503) 252-3283
2912,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Ice Cream & Frozen Yogurt,The Mobile Scoop Shop,5.0,6,"Portland, OR 97294",(503) 489-7005
2913,NE Shaver west of 122nd Ave (Parkrose HS),45.5517567,-122.5398468,Parks,Luuwit View Park,4.5,11,NE 127th and NE Fremont St,(503) 823-7529
